author_id,name,dblp_pid,orcid,paper_count,weighted_degree,community_id,community_label,bridge_score
pid:41/3249-1,Wentao Zhang 0001,41/3249-1,0000-0002-7532-5550,19,30,64,Community 65,0.0
pid:01/24-6,Ling Yang 0006,01/24-6,0000-0003-1905-8053,19,23,64,Community 65,0.0
pid:219/9677,Fangcheng Fu,219/9677,0000-0003-1658-0380,6,11,64,Community 65,0.0
pid:90/5587-1,Zhi Yang 0001,90/5587-1,0000-0002-8219-4499,5,10,64,Community 65,0.0
pid:146/8262,Shenda Hong,146/8262,0000-0001-7521-5127,9,8,64,Community 65,0.0
pid:243/2364,Xupeng Miao,243/2364,0000-0002-9371-8358,4,7,64,Community 65,0.0
pid:48/4462-3,Yu Shen 0003,48/4462-3,0000-0001-6503-6504,3,6,64,Community 65,0.0
pid:185/1521-1,Jiawei Jiang 0001,185/1521-1,0000-0003-0051-0046,4,3,64,Community 65,0.0
pid:62/5909-2,Hongyan Li 0002,62/5909-2,0000-0001-7174-2851,3,3,64,Community 65,0.0
pid:72/1022-8,Yufeng Li 0008,72/1022-8,0000-0002-7727-4304,19,14,65,Community 66,0.0
pid:04/2090-7,Zhi Zhou 0007,04/2090-7,0000-0001-7408-1200,11,11,65,Community 66,0.0
pid:49/933-1,Tong Wei 0001,49/933-1,0000-0002-3224-2659,9,3,65,Community 66,0.0
pid:93/2189,Martin T. Vechev,93/2189,0000-0002-0054-9568,71,56,66,Community 67,0.0
pid:287/4254,Mark Niklas Müller,287/4254,0000-0002-2496-6542,18,20,66,Community 67,0.0
pid:64/3747-1,Gagandeep Singh 0001,64/3747-1,0000-0002-9299-2961,17,19,66,Community 67,0.0
pid:249/8060,Maximilian Baader,249/8060,0000-0002-9271-6422,12,18,66,Community 67,0.0
pid:271/0915,Dimitar Iliev Dimitrov,271/0915,0000-0001-9813-0900,9,12,66,Community 67,0.0
pid:268/6756-1,Debangshu Banerjee 0001,268/6756-1,0009-0001-0163-9717,6,6,66,Community 67,0.0
pid:37/6355,Markus Püschel,37/6355,0000-0001-8834-8551,6,6,66,Community 67,0.0
pid:314/2627,Luca Beurer-Kellner,314/2627,0000-0001-7734-3106,6,5,66,Community 67,0.0
pid:245/7560,Niels Mündler,245/7560,0000-0003-3851-2557,4,4,66,Community 67,0.0
pid:00/4734,Sasa Misailovic,00/4734,0000-0001-7319-8845,4,4,66,Community 67,0.0
pid:274/2390,Thomas Fel,274/2390,0000-0002-2202-4615,18,3,67,Community 68,0.0
pid:308/6238,Julien Colin,308/6238,0000-0003-0279-7095,4,3,67,Community 68,0.0
pid:166/2763-1,Yulun Zhang 0001,166/2763-1,0000-0002-2288-5079,42,84,68,Community 69,0.5952380952380952
pid:61/5017,Luc Van Gool,61/5017,0000-0002-3445-5711,34,40,68,Community 69,0.0
pid:13/1206-1,Xiu Li 0001,13/1206-1,0000-0003-0403-1923,26,34,68,Community 69,0.0
pid:262/3626,Haotong Qin,262/3626,0000-0001-7391-7539,19,33,68,Community 69,0.0
pid:117/6314,Fisher Yu 0001,117/6314,0000-0001-8829-7344,14,30,68,Community 69,0.0
pid:68/5910,Ying Shan,68/5910,0000-0001-7673-8325,30,29,68,Community 69,0.0
pid:55/7901-1,Xianglong Liu 0001,55/7901-1,0000-0001-8425-4195,18,28,68,Community 69,0.0
pid:205/3991-2,Xintao Wang 0002,205/3991-2,0000-0001-6585-8604,16,28,68,Community 69,0.0
pid:151/8848,Martin Danelljan,151/8848,0000-0001-6144-9520,10,26,68,Community 69,0.0
pid:00/5815-1,Yun Fu 0001,00/5815-1,0000-0002-5098-2853,29,25,68,Community 69,0.0
pid:238/3249,Xiaoteng Ma,238/3249,0000-0002-7250-6268,13,20,68,Community 69,0.8999999999999999
pid:24/8616,Radu Timofte,24/8616,0000-0002-1478-0402,17,18,68,Community 69,0.0
pid:l/KaiLi12,Kai Li 0012,l/KaiLi12,0000-0002-9027-0914,7,18,68,Community 69,0.0
pid:70/6155-14,Huan Wang 0014,70/6155-14,0000-0001-6951-901X,13,17,68,Community 69,0.0
pid:34/4366,Chi-Keung Tang,34/4366,0000-0001-6495-3685,10,17,68,Community 69,0.0
pid:40/566,Yu-Wing Tai,40/566,0000-0002-3148-0380,10,17,68,Community 69,0.0
pid:209/5709,Jinjin Gu,209/5709,0000-0002-4389-6236,13,15,68,Community 69,0.0
pid:99/965-2,Zongqing Lu 0002,99/965-2,0000-0003-3967-2704,41,13,68,Community 69,0.0
pid:16/1278-5,Chao Dong 0005,16/1278-5,0000-0003-2260-8079,11,13,68,Community 69,0.0
pid:66/4615-34,Yong Zhang 0034,66/4615-34,0000-0003-0066-3448,9,13,68,Community 69,1.3846153846153846
pid:181/2799-28,Jun Yang 0028,181/2799-28,0000-0002-9386-5825,8,12,68,Community 69,0.0
pid:78/713-2,Xin Yuan 0002,78/713-2,0000-0002-8311-7524,10,11,68,Community 69,0.0
pid:82/3427,Qianchuan Zhao,82/3427,0000-0002-7952-5621,8,10,68,Community 69,0.0
pid:361/2438-1,Chengyu Fang 0001,361/2438-1,0000-0002-6522-3710,4,10,68,Community 69,0.0
pid:93/5923,Michele Magno,93/5923,0000-0003-0368-8923,5,9,68,Community 69,0.0
pid:41/294-1,Zhenhua Guo 0001,41/294-1,0000-0002-8201-0864,4,9,68,Community 69,0.0
pid:80/3482-26,Di Zhang 0026,80/3482-26,0009-0006-5475-2728,9,8,68,Community 69,0.0
pid:57/7040,Haoqian Wang,57/7040,0000-0003-2792-8469,9,8,68,Community 69,0.0
pid:119/0306-1,Pengfei Wan 0001,119/0306-1,0000-0001-7225-565X,8,8,68,Community 69,0.0
pid:79/2382,Tinne Tuytelaars,79/2382,0000-0003-3307-9723,18,7,68,Community 69,0.0
pid:71/6053-1,Bin Liang 0001,71/6053-1,0000-0002-7163-345X,3,6,68,Community 69,0.0
pid:210/0897,Xiaodong Cun,210/0897,0000-0003-3607-2236,3,6,68,Community 69,0.0
pid:95/3616-12,Xu Jia 0012,95/3616-12,0000-0003-3168-3505,3,6,68,Community 69,0.0
pid:73/10693-2,Wanpeng Zhang 0002,73/10693-2,0000-0001-5351-3449,5,4,68,Community 69,0.0
pid:151/8836,Danda Pani Paudel,151/8836,0000-0002-1739-1867,4,4,68,Community 69,0.0
pid:169/4908,Menghan Xia,169/4908,0000-0001-9664-4967,4,4,68,Community 69,0.0
pid:84/7543-6,Xiangyu Chen 0006,84/7543-6,0000-0003-2156-4959,4,4,68,Community 69,0.0
pid:08/9990,Zhongang Qi,08/9990,0000-0001-8298-4063,4,4,68,Community 69,0.0
pid:75/2339,Wenming Yang,75/2339,0000-0002-2506-1286,9,3,68,Community 69,0.0
pid:135/5229,Zhiqiang Tao,135/5229,0000-0002-5639-7540,8,3,68,Community 69,0.0
pid:40/10584-1,Yachao Zhang 0001,40/10584-1,0000-0002-6153-5004,5,3,68,Community 69,0.0
pid:141/6343,Yan-Pei Cao,141/6343,0000-0002-0416-4374,4,3,68,Community 69,0.0
pid:08/6794-16,Yue Ma 0016,08/6794-16,0009-0005-7477-5938,4,3,68,Community 69,0.0
pid:207/6621-2,Chenghao Li 0002,207/6621-2,0000-0002-6650-9673,3,3,68,Community 69,0.0
pid:14/5580-5,Yi Xu 0005,14/5580-5,0000-0001-5857-4179,3,3,68,Community 69,0.0
pid:93/2671,Wangmeng Zuo,93/2671,0000-0002-3330-783X,21,19,69,Community 70,0.0
pid:150/0678,Yiwen Guo,150/0678,0000-0002-0709-4877,18,15,69,Community 70,0.0
pid:86/475-3,Hao Chen 0003,86/475-3,0000-0002-4072-0710,7,12,69,Community 70,0.0
pid:29/4867-26,Yong Liu 0026,29/4867-26,0000-0002-1590-2029,4,9,69,Community 70,0.0
pid:182/8416-1,Chun-Mei Feng 0001,182/8416-1,0000-0002-3025-8964,3,6,69,Community 70,0.0
pid:24/2670,Rick Siow Mong Goh,24/2670,0000-0001-9116-1595,5,3,69,Community 70,0.0
pid:02/41-1,Yurong Chen 0001,02/41-1,0000-0001-9333-1746,5,3,69,Community 70,0.0
pid:220/3795-1,Zhilu Zhang 0001,220/3795-1,0000-0002-5758-5949,3,3,69,Community 70,0.0
pid:149/2327,Cameron Musco,149/2327,0000-0003-2197-6806,30,14,70,Community 71,0.0
pid:149/2243,Christopher Musco,149/2243,0000-0002-3118-4848,17,9,70,Community 71,0.0
pid:29/5273,Charalampos E. Tsourakakis,29/5273,0000-0001-5591-3585,6,5,70,Community 71,0.0
pid:14/2770,Cho-Jui Hsieh,14/2770,0000-0002-3520-9627,101,89,71,Community 72,12.640449438202246
pid:88/8205-1,Tianyi Zhou 0001,88/8205-1,0000-0001-5348-0632,49,79,71,Community 72,24.60759493670886
pid:68/1974-2,Jing Jiang 0002,68/1974-2,0000-0001-5301-7779,17,41,71,Community 72,0.0
pid:34/10089,Guodong Long,34/10089,0000-0003-3740-9515,16,38,71,Community 72,0.0
pid:33/8167-1,Yang You 0001,33/8167-1,0000-0003-2816-4384,27,37,71,Community 72,0.0
pid:d/InderjitSDhillon,Inderjit S. Dhillon,d/InderjitSDhillon,0000-0002-2759-1416,55,36,71,Community 72,0.0
pid:b/JeffABilmes,Jeff A. Bilmes,b/JeffABilmes,0000-0002-7372-8778,28,30,71,Community 72,0.0
pid:174/1717,Minhao Cheng,174/1717,0000-0003-3965-4215,20,25,71,Community 72,0.72
pid:71/964,Chengqi Zhang,71/964,0000-0001-5715-7154,14,22,71,Community 72,0.0
pid:76/4051-2,Zhao Song 0002,76/4051-2,0000-0003-4589-5234,65,21,71,Community 72,9.142857142857142
pid:78/2022-36,Kai Wang 0036,78/2022-36,0000-0002-1154-5175,22,19,71,Community 72,1.6842105263157894
pid:222/3243,Eli Chien,222/3243,0000-0002-7606-7768,15,19,71,Community 72,0.0
pid:90/10765-1,Shengjie Wang 0001,90/10765-1,0000-0002-9311-102X,13,19,71,Community 72,0.0
pid:65/6274-1,Karthikeyan Shanmugam 0001,65/6274-1,0009-0008-2879-5868,33,18,71,Community 72,0.0
pid:88/898-19,Fan Wang 0019,88/898-19,0000-0001-7320-1119,14,16,71,Community 72,0.0
pid:72/2643-5,Pan Li 0005,72/2643-5,0000-0003-3742-0845,44,15,71,Community 72,0.0
pid:31/2088-19,Lu Liu 0019,31/2088-19,0000-0002-3170-9376,6,14,71,Community 72,0.0
pid:66/3289,Amit Dhurandhar,66/3289,0000-0002-3579-1450,15,13,71,Community 72,0.0
pid:19/5000,Alexandros G. Dimakis,19/5000,0000-0002-4244-7033,54,12,71,Community 72,0.0
pid:31/1014-1,Jiong Zhang 0001,31/1014-1,0000-0003-3192-3281,8,12,71,Community 72,0.0
pid:67/1237-4,Zhibin Wang 0004,67/1237-4,0000-0001-7618-7973,6,12,71,Community 72,1.5
pid:43/3182-1,Qiang Zhou 0001,43/3182-1,0000-0003-3697-9348,5,11,71,Community 72,1.6363636363636362
pid:29/4867-20,Yong Liu 0020,29/4867-20,0000-0001-9031-9696,5,10,71,Community 72,0.0
pid:37/4190-58,Yang Li 0058,37/4190-58,0000-0001-7808-5524,9,9,71,Community 72,0.0
pid:02/3069,Kush R. Varshney,02/3069,0000-0002-7376-5536,10,7,71,Community 72,0.0
pid:58/9145-2,Shiqi Wang 0002,58/9145-2,0000-0002-6338-1432,9,7,71,Community 72,2.571428571428571
pid:289/0376,Zangwei Zheng,289/0376,0000-0002-1505-1535,7,7,71,Community 72,0.0
pid:k/AdamRKlivans,Adam R. Klivans,k/AdamRKlivans,0000-0001-6960-2235,24,6,71,Community 72,0.0
pid:35/5202,Luca Daniel,35/5202,0000-0002-5880-3151,14,6,71,Community 72,3.0
pid:88/3036,Thomas Chun Man Lee,88/3036,0000-0001-7067-405X,3,6,71,Community 72,0.0
pid:135/9726-2,Yue Kang 0002,135/9726-2,0000-0002-0047-0550,3,6,71,Community 72,0.0
pid:166/1624,Josh Alman,166/1624,0009-0002-2204-1359,6,5,71,Community 72,0.0
pid:37/10544,Rishabh K. Iyer,37/10544,0000-0001-9851-463X,16,4,71,Community 72,0.0
pid:06/7730-3,Chao Pan 0003,06/7730-3,0000-0002-9275-7072,7,4,71,Community 72,0.0
pid:164/7327,Arun Sai Suggala,164/7327,0000-0003-4113-5924,17,3,71,Community 72,0.0
pid:76/1906,Raghu Meka,76/1906,0009-0004-7676-2762,10,3,71,Community 72,0.0
pid:41/4482-2,Shenghao Yang 0002,41/4482-2,0000-0002-5335-3729,7,3,71,Community 72,0.0
pid:08/978,William Stafford Noble,08/978,0000-0001-7283-4715,7,3,71,Community 72,0.0
pid:129/2059,Cong Hao,129/2059,0000-0002-2541-8767,5,3,71,Community 72,0.0
pid:53/5156,Jenia Jitsev,53/5156,0000-0002-1221-7851,5,3,71,Community 72,0.0
pid:29/11273-1,Pengfei Wei 0001,29/11273-1,0000-0001-8093-0803,5,3,71,Community 72,0.0
pid:96/13-15,Yao Li 0015,96/13-15,0000-0002-7195-5774,4,3,71,Community 72,0.0
pid:62/2655-21,Gang Li 0021,62/2655-21,0000-0002-9490-2990,3,3,71,Community 72,0.0
pid:14/3727-4,Hao Luo 0004,14/3727-4,0000-0002-6405-4011,3,3,71,Community 72,0.0
pid:258/2485,Shenggan Cheng,258/2485,0000-0002-7966-2941,3,3,71,Community 72,0.0
pid:51/332,Yingbin Liang,51/332,0000-0003-2631-4262,59,44,72,Community 73,0.7272727272727273
pid:56/4447,Adam Wierman,56/4447,0000-0002-5923-0199,33,42,72,Community 73,0.0
pid:l/JohnCSLui,John C. S. Lui,l/JohnCSLui,0000-0001-7466-0384,28,38,72,Community 73,0.0
pid:82/8759,Yuejie Chi,82/8759,0000-0002-6766-5459,38,36,72,Community 73,0.5
pid:49/7911,Mohammad Hajiesmaili,49/7911,0000-0001-9278-2254,16,29,72,Community 73,0.0
pid:144/7997,Jundong Li,144/7997,0000-0002-1878-817X,17,27,72,Community 73,0.0
pid:c/WeiChen13,Wei Chen 0013,c/WeiChen13,0000-0003-0065-3610,24,26,72,Community 73,0.0
pid:11/5123-2,Yuxin Chen 0002,11/5123-2,0000-0001-9256-5815,20,26,72,Community 73,0.6923076923076923
pid:60/4548,Shaolei Ren,60/4548,0000-0001-9003-4324,12,26,72,Community 73,0.0
pid:57/2281-10,Shuai Li 0010,57/2281-10,0000-0002-3935-0708,30,25,72,Community 73,2.0
pid:70/3372-2,Xutong Liu 0002,70/3372-2,0000-0002-8628-5873,10,23,72,Community 73,0.0
pid:184/3856-1,Yuting Wei 0001,184/3856-1,0000-0003-1488-4647,17,21,72,Community 73,0.0
pid:70/9499-1,Sen Lin 0001,70/9499-1,0000-0002-3797-3215,13,21,72,Community 73,0.0
pid:62/5839-2,Jing Yang 0002,62/5839-2,0000-0002-6009-864X,23,20,72,Community 73,0.0
pid:67/1991,Ness B. Shroff,67/1991,0000-0002-4606-6879,23,19,72,Community 73,0.9473684210526315
pid:01/1901-17,Yi Zhou 0017,01/1901-17,0000-0002-3982-9145,25,18,72,Community 73,0.0
pid:79/6027-1,Cong Shen 0001,79/6027-1,0000-0002-3148-4453,19,18,72,Community 73,0.0
pid:51/8279-2,Siwei Wang 0002,51/8279-2,0000-0003-0764-5592,15,14,72,Community 73,0.0
pid:124/1315-1,Jianyi Yang 0001,124/1315-1,0000-0002-4041-4211,6,14,72,Community 73,0.0
pid:10/1749-8,Pengfei Li 0008,10/1749-8,0000-0003-3257-9929,5,13,72,Community 73,0.0
pid:135/4981,Shaofeng Zou,135/4981,0000-0002-2821-6941,15,12,72,Community 73,0.0
pid:59/1232,Junshan Zhang,59/1232,0000-0002-3840-1753,9,11,72,Community 73,0.0
pid:35/892-4,Bo Sun 0004,35/892-4,0000-0003-3172-7811,5,11,72,Community 73,0.0
pid:33/4822-68,Yue Wang 0068,33/4822-68,0009-0001-9786-052X,9,10,72,Community 73,0.0
pid:177/9322,Eric Mazumdar,177/9322,0000-0002-1815-269X,17,9,72,Community 73,0.0
pid:241/9496,Yiheng Lin 0001,241/9496,0000-0001-6524-2877,9,9,72,Community 73,0.0
pid:140/7353-1,Tongxin Li 0001,140/7353-1,0000-0002-9806-8964,6,8,72,Community 73,0.0
pid:91/2798-1,Jialin Zhang 0001,91/2798-1,0000-0002-6245-1013,4,8,72,Community 73,0.0
pid:87/285-1,Xiaoming Sun 0001,87/285-1,0000-0002-0281-1670,4,8,72,Community 73,0.0
pid:139/3503-2,Zihan Chen 0002,139/3503-2,0009-0006-2899-9268,4,8,72,Community 73,0.0
pid:145/9873,Baoxiang Wang 0001,145/9873,0000-0002-2997-0970,18,7,72,Community 73,0.0
pid:15/1040-1,Xiaolin Xu 0001,15/1040-1,0000-0001-8393-2783,7,6,72,Community 73,0.0
pid:48/7676-2,Fang Kong 0002,48/7676-2,0000-0002-8148-8911,6,6,72,Community 73,0.0
pid:62/3151-13,Song Wang 0013,62/3151-13,0000-0003-1273-7694,6,6,72,Community 73,0.0
pid:307/5199,Adam Lechowicz,307/5199,0000-0002-7774-9939,3,6,72,Community 73,0.0
pid:20/2970-13,Lin Yang 0013,20/2970-13,0000-0001-9056-0500,3,6,72,Community 73,0.0
pid:236/3241-1,Sheng Yue 0001,236/3241-1,0009-0001-3416-8181,3,6,72,Community 73,0.0
pid:30/97-2,Tong Zhou 0002,30/97-2,0000-0002-8645-5246,3,6,72,Community 73,0.0
pid:251/9559,Yushun Dong,251/9559,0000-0001-7504-6159,6,5,72,Community 73,0.0
pid:304/7647,Binchi Zhang,304/7647,0000-0001-7321-3822,5,5,72,Community 73,0.0
pid:04/5376,George K. Atia,04/5376,0000-0001-7958-9855,7,4,72,Community 73,0.0
pid:215/3401,Dongruo Zhou,215/3401,0009-0005-3889-071X,28,3,72,Community 73,0.0
pid:65/4423-22,Chen Chen 0022,65/4423-22,0000-0002-7099-7905,3,3,72,Community 73,0.0
pid:118/0461-3,Ming Shi 0003,118/0461-3,0000-0001-9941-9095,3,3,72,Community 73,0.0
pid:146/4361,Ryan Cotterell,146/4361,0000-0003-4080-1833,17,11,73,Community 74,0.0
pid:227/2231,Shauli Ravfogel,227/2231,0000-0001-8442-9311,6,5,73,Community 74,0.0
pid:89/3188,Timothy J. O'Donnell,89/3188,0000-0002-5711-977X,5,3,73,Community 74,0.0
pid:187/0676,Juan Luis Gastaldi,187/0676,0000-0003-0494-5266,3,3,73,Community 74,0.0
pid:60/4601-1,Xiao Fu 0001,60/4601-1,0000-0003-4847-9586,17,6,74,Community 75,0.0
pid:s/NDSidiropoulos,Nicholas D. Sidiropoulos,s/NDSidiropoulos,0000-0002-3385-7911,3,3,74,Community 75,0.0
pid:29/6538-4,Tri Nguyen 0004,29/6538-4,0000-0003-1986-9841,3,3,74,Community 75,0.0
pid:13/4242-2,Yao Xie 0002,13/4242-2,0000-0001-6777-2951,17,3,75,Community 76,0.0
pid:195/1316,Liyan Xie,195/1316,0000-0003-3009-4514,5,3,75,Community 76,0.0
pid:w/JunWang12,Jun Wang 0012,w/JunWang12,0000-0002-4021-4228,55,61,76,Community 77,1.180327868852459
pid:28/10261-1,Weinan Zhang 0001,28/10261-1,0000-0002-0127-2425,46,50,76,Community 77,0.64
pid:g/NicolaGatti,Nicola Gatti 0001,g/NicolaGatti,0000-0001-7349-3932,27,45,76,Community 77,0.0
pid:s/TuomasSandholm,Tuomas Sandholm,s/TuomasSandholm,0000-0001-8861-9366,51,44,76,Community 77,0.0
pid:10/10313,Song-Chun Zhu,10/10313,0009-0009-9458-5583,46,42,76,Community 77,0.42857142857142855
pid:225/7720,Matteo Castiglioni,225/7720,0000-0002-1070-6766,25,42,76,Community 77,0.0
pid:204/1718-1,Alberto Marchesi 0001,204/1718-1,0000-0002-8284-5757,18,38,76,Community 77,0.0
pid:170/1496-1,Yaodong Yang 0001,170/1496-1,0000-0001-8132-5613,49,37,76,Community 77,0.0
pid:91/1103-1,Yixin Zhu 0001,91/1103-1,0000-0001-7024-1545,21,32,76,Community 77,0.0
pid:71/3387-1,Yizhou Wang 0001,71/3387-1,0000-0001-9888-6409,30,28,76,Community 77,3.8571428571428568
pid:43/5685-1,Yong Yu 0001,43/5685-1,0000-0003-0281-8271,17,28,76,Community 77,0.0
pid:62/885-1,Siyuan Huang 0001,62/885-1,0000-0003-1524-7148,14,24,76,Community 77,0.0
pid:301/6372,Martino Bernasconi,301/6372,0000-0002-8594-2528,11,23,76,Community 77,0.7826086956521738
pid:220/4238,Stephen McAleer,220/4238,0000-0003-0118-6874,22,22,76,Community 77,0.0
pid:145/6592-1,Xinwei Sun 0001,145/6592-1,0000-0001-6962-7985,16,21,76,Community 77,0.0
pid:b/MariaFlorinaBalcan,Maria-Florina Balcan,b/MariaFlorinaBalcan,0000-0002-9525-0103,32,20,76,Community 77,0.0
pid:86/4183-1,Gang Pan 0001,86/4183-1,0000-0002-4049-6181,25,19,76,Community 77,0.0
pid:84/1680-8,Qi Xu 0008,84/1680-8,0000-0001-9245-5544,10,15,76,Community 77,0.0
pid:208/3564,Jiangrong Shen,208/3564,0000-0003-3683-3779,8,14,76,Community 77,0.0
pid:46/10185-1,Yali Du 0001,46/10185-1,0000-0001-5683-2621,25,12,76,Community 77,2.6666666666666665
pid:63/9065,Yanwei Fu 0001,63/9065,0000-0002-6595-6893,16,12,76,Community 77,0.0
pid:273/7648,Ioannis Anagnostides,273/7648,0000-0002-8037-6360,13,12,76,Community 77,0.0
pid:56/5528,Ameet Talwalkar,56/5528,0000-0001-6650-1893,32,11,76,Community 77,1.6363636363636362
pid:68/7758-1,Xiaojian Ma 0001,68/7758-1,0000-0001-5609-3822,18,11,76,Community 77,0.0
pid:249/7554,Minghuan Liu,249/7554,0009-0009-5585-1746,9,11,76,Community 77,0.0
pid:160/8900,Ellen Vitercik,160/8900,0000-0003-4891-1367,12,10,76,Community 77,0.0
pid:91/195-17,Chi Zhang 0017,91/195-17,0000-0003-4948-0714,8,10,76,Community 77,0.0
pid:159/6544-1,Mingzhou Liu 0001,159/6544-1,0000-0002-0297-0938,5,10,76,Community 77,0.0
pid:59/983-3,Yixin Chen 0003,59/983-3,0000-0002-8176-0241,4,10,76,Community 77,0.0
pid:64/10660,Christian Kroer,64/10660,0000-0002-9009-8683,32,9,76,Community 77,0.0
pid:54/1564,Pierre Baldi,54/1564,0000-0001-8752-4664,11,8,76,Community 77,0.0
pid:25/4120-11,Yuan Yao 0011,25/4120-11,0000-0001-5814-1162,12,7,76,Community 77,0.0
pid:22/849-8,Wei Liang 0008,22/849-8,0000-0002-7539-3107,5,7,76,Community 77,0.0
pid:95/5846-3,Jian Shen 0003,95/5846-3,0000-0002-5432-7303,4,7,76,Community 77,0.0
pid:93/7133-2,Haifeng Zhang 0002,93/7133-2,0000-0002-2114-9432,5,5,76,Community 77,0.0
pid:66/9184,Aivar Sootla,66/9184,0000-0003-4666-4454,4,4,76,Community 77,0.0
pid:117/0354-4,Wentao Zhu 0004,117/0354-4,0000-0002-5483-0259,4,4,76,Community 77,0.0
pid:85/9555-2,Yikai Wang 0002,85/9555-2,0000-0001-6107-5063,4,4,76,Community 77,0.0
pid:220/4140,Alexander Shmakov,220/4140,0000-0002-7440-9525,3,3,76,Community 77,0.0
pid:01/3962-1,Yueming Wang 0001,01/3962-1,0000-0001-7742-0722,3,3,76,Community 77,0.0
pid:15/7980,Alexandre Gramfort,15/7980,0000-0001-9791-4404,26,11,77,Community 78,0.0
pid:62/2019,Bertrand Thirion,62/2019,0000-0001-5018-7895,16,11,77,Community 78,0.0
pid:150/2391-1,Thomas Moreau 0001,150/2391-1,0000-0002-1523-3419,17,8,77,Community 78,0.0
pid:36/7585,Gaël Varoquaux,36/7585,0000-0003-1076-5122,16,8,77,Community 78,0.0
pid:156/2229,Arthur Mensch,156/2229,0000-0001-7866-0461,12,6,77,Community 78,0.0
pid:41/6565-4,Boyu Wang 0004,41/6565-4,0000-0002-7413-4162,14,26,78,Community 79,0.0
pid:99/4062,Charles X. Ling,99/4062,0000-0003-3797-1348,16,18,78,Community 79,0.0
pid:118/4502-5,Jiaqi Li 0005,118/4502-5,0000-0002-8330-0230,4,10,78,Community 79,0.0
pid:66/6320-15,Qi Chen 0015,66/6320-15,0000-0002-7213-0221,6,7,78,Community 79,0.0
pid:80/5084-1,Christian Gagné 0001,80/5084-1,0000-0003-3697-4184,4,6,78,Community 79,0.0
pid:16/3283-9,Xi Chen 0009,16/3283-9,0000-0001-5395-4295,4,3,78,Community 79,0.0
pid:09/2807,David Simchi-Levi,09/2807,0000-0002-4650-1519,16,4,79,Community 80,0.0
pid:48/7883-2,Zeyu Zheng 0002,48/7883-2,0000-0001-5653-152X,6,4,79,Community 80,0.0
pid:45/10336,Judy Hoffman,45/10336,0000-0003-1971-1606,16,3,80,Community 81,0.0
pid:127/1937,Christoph Feichtenhofer,127/1937,0000-0001-9756-7238,11,3,80,Community 81,0.0
pid:49/4096-1,Wenping Wang 0001,49/4096-1,0000-0002-2284-3952,14,19,81,Community 82,0.0
pid:87/2948-25,Yuan Liu 0025,87/2948-25,0000-0003-2933-5667,9,19,81,Community 82,0.0
pid:122/2673,Junhui Hou,122/2673,0000-0003-3431-2021,16,9,81,Community 82,0.0
pid:204/0052,Lingjie Liu,204/0052,0000-0003-4301-1474,10,9,81,Community 82,0.0
pid:97/6832,Taku Komura,97/6832,0000-0002-2729-5860,3,9,81,Community 82,0.0
pid:93/4010-32,Hui Liu 0032,93/4010-32,0000-0003-2159-025X,6,6,81,Community 82,0.0
pid:80/1764-1,Cheng Lin 0001,80/1764-1,0000-0002-3335-6623,3,6,81,Community 82,0.0
pid:251/3224,Zhiyang Dou,251/3224,0000-0003-0186-8269,4,3,81,Community 82,0.0
pid:10/4434,Masayoshi Tomizuka,10/4434,0000-0003-0206-6639,16,4,82,Community 83,0.0
pid:71/7642-1,Chen Tang 0001,71/7642-1,0000-0002-7536-9983,4,4,82,Community 83,0.0
pid:s/MubarakShah,Mubarak Shah,s/MubarakShah,0000-0002-8216-1128,16,4,83,Community 84,0.0
pid:148/2258,Yogesh S. Rawat,148/2258,0000-0003-4052-6798,12,4,83,Community 84,0.0
pid:200/8994,Tailin Wu,200/8994,0009-0003-1586-0820,16,6,84,Community 85,0.0
pid:06/2293-17,Rui Wang 0017,06/2293-17,0000-0001-9048-2979,3,6,84,Community 85,0.0
pid:15/4777-33,Tao Zhang 0033,15/4777-33,0000-0002-0432-2942,3,6,84,Community 85,0.0
pid:c/XilinChen,Xilin Chen 0001,c/XilinChen,0000-0003-3024-4404,16,7,85,Community 86,0.0
pid:02/2689-1,Hong Chang 0001,02/2689-1,0000-0002-2668-0070,8,7,85,Community 86,0.0
pid:176/5034,Aymeric Dieuleveut,176/5034,0009-0005-1848-1724,15,3,86,Community 87,0.0
pid:22/6376,Julie Josse,22/6376,0000-0001-9547-891X,9,3,86,Community 87,0.0
pid:204/3369,Edward Raff,204/3369,0000-0002-9900-1972,15,8,87,Community 88,0.0
pid:239/5641,Stella Biderman,239/5641,0000-0001-8228-1042,18,5,87,Community 88,0.0
pid:267/7007,Mohammad Mahmudul Alam,267/7007,0009-0004-3054-5914,3,3,87,Community 88,0.0
pid:53/5834,Fabian H. Sinz,53/5834,0000-0002-1348-9736,15,29,88,Community 89,0.0
pid:32/3057,Andreas S. Tolias,32/3057,0000-0002-4305-6376,12,28,88,Community 89,0.0
pid:224/0176,Edgar Y. Walker,224/0176,0000-0003-0057-957X,8,22,88,Community 89,0.0
pid:26/7228,Alexander S. Ecker,26/7228,0000-0003-2392-5105,11,19,88,Community 89,0.0
pid:224/0244,Santiago A. Cadena,224/0244,0000-0002-7508-4443,4,14,88,Community 89,0.0
pid:84/8411,Peilin Zhao,84/8411,0000-0001-8543-3953,43,63,89,Community 90,1.7142857142857142
pid:22/1170,Junzhou Huang,22/1170,0000-0002-9548-1227,37,59,89,Community 90,0.0
